006.Export Value per Exporter: Mean,011.Export Value per Entrant: Mean,016.Export Value per Exiter: Mean,021.Export Value per Surviving Entrant: Mean,026.Export Value per Incumbent: Mean,031.Growth of Incumbents: Mean,036.Growth of Surviving Entrants: Mean,045.Number of HS6 Products per Exporter: Mean,048.Number of Destinations per Exporter: Mean,051.Number of Exporters per HS6 Product: Mean,054.Number of Exporters per Destination: Mean,057.Destination Entry Rate of Incumbents: Mean,060.Destination Entry Rate of Surviving Entrants: Mean,063.Share of New Destinations in TEV of Incumbents: Mean,066.Share of New Destinations in TEV of Surviving Entrants: Mean,069.Destination Exit Rate of Incumbents: Mean,072.Destination Survival Rate of 2-year Incumbents: Mean,081.Product Entry Rate of Incumbents: Mean,084.Product Entry Rate of Surviving Entrants: Mean,087.Share of New Products in TEV of Incumbents: Mean,090.Share of New Products in TEV of Surviving Entrants: Mean,093.Product Exit Rate of Incumbents: Mean,096.Product Survival Rate of 2-year Incumbents: Mean,001.Number of Exporters,002.Number of Entrants,003.Number of Exiters,004.Number of Surviving Entrants,005.Number of Incumbents,041.Herfindahl-Hirschman Index,075.Firm Entry Rate,076.Firm Exit Rate,077.Entrant 1st Year Survival Rate,078.Share of Entrants in TEV (Total Export Value),079.Entrant 2nd Year Survival Rate,080.Entrant 3rd Year Survival Rate,Country Name,Industry Name,Year
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2008 [YR2008]
4071840,..,..,..,..,..,..,3.631578922,6.344172001,212.5645142,125.125,..,..,..,..,..,..,..,..,..,..,..,..,3629,..,..,..,..,0.010604577,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2009 [YR2009]
4028619.75,738067.5,1102905.5,936042.4375,5610756,0.154690191,0.408330947,3.636680841,6.275853634,235.3871002,139.9166718,0.242195472,..,0.149094835,..,0.201339439,0.547426224,0.159790337,..,0.09235841,..,0.131208941,0.563286722,4013,1303,919,700,2710,0.012683432,0.324694753,0.253237814,0.537221789,0.059486039,0.394474298,..,Germany,154:Manufacture of other food products,2010 [YR2010]
4181623.25,1229801.625,1566013.75,2115725.75,5861108,0.196664959,0.23977904,3.574944973,6.104176044,262.3548279,160.5433502,0.265966892,0.338101774,0.169089243,0.279097795,0.21228382,0.516752124,0.164581299,0.231287554,0.097049467,0.180808768,0.145304129,0.546127081,4550,1650,1113,833,2900,0.012734324,0.362637371,0.277348608,0.50484848,0.106650442,..,..,Germany,154:Manufacture of other food products,2011 [YR2011]
3892244.5,531093.8125,536000.25,..,5406598,-0.000945137,..,3.68730402,6.062748432,284.3387146,158.3934479,0.240658835,..,0.159056425,..,0.232897669,..,0.169011667,..,0.105213881,..,0.147175208,..,4781,1485,1254,..,3296,0.01272763,0.310604483,0.275604397,..,0.042381745,..,..,Germany,154:Manufacture of other food products,2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,154:Manufacture of other food products,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2008 [YR2008]
998341.6875,..,..,..,..,..,..,7.222718239,4.819146156,80.36956787,109.2848129,..,..,..,..,..,..,..,..,..,..,..,..,3583,..,..,..,..,0.007928477,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2009 [YR2009]
1054618,204339.0313,325298.6875,350556.9375,1511000.875,0.187349439,0.393287182,6.993490219,4.888332367,87.01557922,133.7260284,0.268359154,..,0.15659523,..,0.208530024,0.446772367,0.249678105,..,0.165301993,..,0.21092771,0.487648338,3994,1395,984,728,2599,0.007353617,0.34927392,0.274630189,0.521863818,0.067674078,0.369892478,..,Germany,"171:Spinning, weaving and finishing of textiles",2010 [YR2010]
1173710.125,482160.7813,375766.5625,970847.75,1480720.875,0.138021484,0.068199739,6.7169137,4.79455328,86.51384735,137.4657593,0.26744622,0.341126561,0.173439652,0.289610207,0.256188244,0.410728127,0.236838356,0.305687964,0.156191975,0.262415379,0.227340862,0.457576722,4186,1287,1095,626,2899,0.008979685,0.307453424,0.274161249,0.486402482,0.126302034,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2011 [YR2011]
995540.9375,162286.0313,141578.7031,..,1343808,-0.164412171,..,6.370430946,4.751338959,84.70897675,121.4702377,0.252731144,..,0.167213649,..,0.264205515,..,0.218981832,..,0.146444052,..,0.227721512,..,4295,1266,1157,..,3029,0.008635498,0.29476136,0.276397526,..,0.048049908,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"171:Spinning, weaving and finishing of textiles",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2008 [YR2008]
1802223.375,..,..,..,..,..,..,9.718907356,6.073390007,311.0050354,187.7121887,..,..,..,..,..,..,..,..,..,..,..,..,6336,..,..,..,..,0.019880258,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2009 [YR2009]
1704953.25,391338.2188,543268.0625,678300.8125,2447133,0.190531492,0.377756894,9.585976601,6.025876522,348,209.2463837,0.310865015,..,0.218292832,..,0.254911453,0.474080712,0.325404137,..,0.227186918,..,0.274769336,0.502314091,7188,2595,1743,1350,4593,0.019770849,0.36101836,0.275094688,0.520231187,0.082864605,0.357996136,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2010 [YR2010]
1790525.375,348769.0313,515736.8438,692418.5625,2542561.5,0.179639667,0.22083734,9.299548149,5.880568027,363.7626343,231.1928864,0.286257327,0.355492562,0.205161929,0.297343135,0.268191367,0.459109366,0.308427989,0.408493102,0.21778594,0.342487901,0.290433109,0.475805253,7745,2655,2098,1251,5090,0.020439992,0.342801809,0.291875362,0.471186429,0.066772945,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2011 [YR2011]
1541521.75,225455.8438,265214.625,..,2175949.25,-0.07273303,..,9.39101696,5.856768608,380.1464539,226.7729492,0.282351136,..,0.202246159,..,0.273183495,..,0.308328629,..,0.223698676,..,0.300808161,..,8015,2607,2337,..,5408,0.01927969,0.325265139,0.30174306,..,0.047571771,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"181:Manufacture of wearing apparel, except fur apparel",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2008 [YR2008]
657064.8125,..,..,..,..,..,..,1.862285256,4.596536636,455.2666626,187.2833405,..,..,..,..,..,..,..,..,..,..,..,..,7334,..,..,..,..,0.017070102,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2009 [YR2009]
647346.8125,70538.97656,126450.375,119846.4297,970442.625,0.18396309,0.389888167,1.855922937,4.519702435,507.1000061,205.8222198,0.264841139,..,0.182000622,..,0.229919016,0.449392825,0.166824132,..,0.117509358,..,0.154696167,0.471509188,8197,2943,2080,1444,5254,0.016690211,0.359033793,0.283610582,0.49065578,0.039122581,0.339789331,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2010 [YR2010]
648109.8125,153317.7813,193021.2031,320199.6875,918043.5625,0.138001263,0.209430173,1.834483504,4.308745384,540.5,224.0294189,0.249289379,0.305544853,0.178010523,0.268143177,0.246655852,0.439996004,0.164893016,0.233715892,0.120091461,0.208637163,0.160890222,0.475750059,8839,3120,2478,1424,5719,0.015400093,0.35298112,0.302305728,0.456410259,0.083501719,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2011 [YR2011]
567940.4375,89518.54688,101511.9297,..,811557.9375,-0.071712486,..,1.852768064,4.315169811,566.7000122,218.7624359,0.249001488,..,0.174986422,..,0.240303501,..,0.16833128,..,0.122373298,..,0.161520109,..,9176,3096,2759,..,6080,0.016990125,0.337401927,0.312139392,..,0.053181157,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,"202:Manufacture of products of wood, cork, straw and plaiting materials",2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2002 [YR2002]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2003 [YR2003]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2004 [YR2004]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2005 [YR2005]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2006 [YR2006]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2007 [YR2007]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2008 [YR2008]
5502239.5,..,..,..,..,..,..,4.940322876,6.163700104,97.39350891,301.0301514,..,..,..,..,..,..,..,..,..,..,..,..,9719,..,..,..,..,0.034371257,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2009 [YR2009]
6263443.5,1281513.625,1725214.25,2212889.75,8690243,0.31615293,0.347035438,4.978667259,6.170480251,110.3252487,350.6943054,0.290334791,..,0.191774726,..,0.229570165,0.480882198,0.266302407,..,0.172709331,..,0.214933112,0.483712643,10969,3593,2343,1940,7376,0.034779638,0.327559471,0.24107419,0.539938748,0.067019358,0.372112453,..,Germany,241:Manufacture of basic chemicals,2010 [YR2010]
6874199,1155833,1091170.25,1763613,9444227,0.148602828,0.25843662,4.833934307,6.00712347,113.7878799,370.3439026,0.261425942,0.304527789,0.173684984,0.251589656,0.252339661,0.445994526,0.233334705,0.277766526,0.151182845,0.226949126,0.226483911,0.448800534,11652,3613,2930,1824,8039,0.032696635,0.310075521,0.267116427,0.504843593,0.052136332,..,..,Germany,241:Manufacture of basic chemicals,2011 [YR2011]
6470310,1007884.688,1656767.375,..,8570003,-0.049481496,..,4.908641338,6.143393517,116.2505035,365.5786743,0.265068084,..,0.178296566,..,0.257948965,..,0.239653707,..,0.161186218,..,0.233448863,..,11723,3255,3184,..,8468,0.03212589,0.277659297,0.273257822,..,0.043251179,..,..,Germany,241:Manufacture of basic chemicals,2012 [YR2012]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2013 [YR2013]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,241:Manufacture of basic chemicals,2014 [YR2014]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,252:Manufacture of plastics products,1997 [YR1997]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,252:Manufacture of plastics products,1998 [YR1998]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,252:Manufacture of plastics products,1999 [YR1999]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,252:Manufacture of plastics products,2000 [YR2000]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,252:Manufacture of plastics products,2001 [YR2001]
..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,Germany,252:Manufacture of plastics products,2002 [YR2002]
